glycan,binding,rfu
Gala-Sp8,1,297.577
Mana-Sp8,0,46.105225
GalNAca-Sp15,0,21.515725000000003
Fuca-Sp8,0,-15.437424999999998
Fuca-Sp9,0,-15.346050000000005
Rhaa-Sp8,0,-9.304975
Neu5Aca-Sp8,0,3.2220250000000017
Neu5Aca-Sp11,0,-3.300625
Neu5Acb-Sp8,0,4.770900000000005
Galb-Sp8,0,48.23902500000001
Glcb-Sp8,1,609.6561999999999
Manb-Sp8,1,618.66355
GalNAcb-Sp8,0,13.153324999999988
GlcNAcb-Sp0,0,-2.8262249999999938
GlcNAcb-Sp8,0,25.696449999999995
Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAca-Sp8,0,-0.9887500000000032
Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAc-Sp14,0,8.043374999999997
GlcNAcb1-6(GlcNAcb1-4)(GlcNAcb1-3)GlcNAc-Sp8,0,15.737750000000002
6S(3S)Galb1-4(6S)GlcNAcb-Sp0,1,751.91885
6S(3S)Galb1-4GlcNAcb-Sp0,0,-6.837624999999999
(3S)Galb1-4Glcb-Sp8,1,2894.1720749999995
(3S)Galb1-4(6S)Glcb-Sp0,1,7237.27325
(3S)Galb1-3(Fuca1-4)GlcNAcb-Sp8,0,-10.967624999999998
(3S)Galb1-3GalNAca-Sp8,1,29439.482874999994
(3S)Galb1-3GlcNAcb-Sp0,1,9128.29035
(3S)Galb1-3GlcNAcb-Sp8,1,9587.149050000002
(3S)Galb1-4(Fuca1-3)GlcNAc-Sp0,0,10.511524999999988
(3S)Galb1-4(6S)GlcNAcb-Sp8,1,9638.646775
(3S)Galb1-4GlcNAcb-Sp0,1,5295.3929
(3S)Galb1-4GlcNAcb-Sp8,1,2426.996350000001
(3S)Galb-Sp8,1,11699.9689
(4S)Galb1-4GlcNAcb-Sp8,0,-15.703849999999996
(6P)Mana-Sp8,0,56.82910000000002
(6S)Galb1-4Glcb-Sp0,0,-9.242324999999996
(6S)Galb1-4Glcb-Sp8,0,6.544775000000005
(6S)Galb1-4GlcNAcb-Sp8,0,-26.713125
(6S)Galb1-4(6S)Glcb-Sp8,0,9.40155
Neu5Aca2-3(6S)Galb1-4GlcNAcb-Sp8,0,-45.28709999999999
(6S)GlcNAcb-Sp8,0,-18.481150000000003
"Neu5,9Ac2a-Sp8",0,-28.3778
"Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8",0,-15.2537
Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,-3.0024249999999952
Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,0,6.1220500000000015
GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,0,4.328325
Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,3.1098250000000043
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,20.412100000000013
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,0,-0.3478250000000003
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,0,18.757575000000006
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,0,11.803950000000004
Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9,0,31.855650000000004
Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9,0,37.896925
Fuca1-2Galb1-3GalNAca-Sp8,0,-4.899400000000004
Fuca1-2Galb1-3GalNAca-Sp14,0,-7.115650000000006
Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,0,-12.30385
Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp9,0,-11.942049999999995
Fuca1-2Galb1-3GlcNAcb-Sp8,0,8.712025000000008
Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,-2.1420999999999992
Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,21.91109999999999
Fuca1-2Galb1-4GlcNAcb-Sp0,0,-10.945600000000002
Fuca1-2Galb1-4Glcb-Sp0,0,7.9663499999999985
Fuca1-2Galb-Sp8,0,11.579700000000004
Fuca1-3GlcNAcb-Sp8,0,-5.9391250000000015
Fuca1-4GlcNAcb-Sp8,0,-9.749375
Fucb1-3GlcNAcb-Sp8,0,10.370100000000004
GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,0,-11.715449999999995
