glycan,binding,rfu
Gala-Sp8,0,128.860975
Glca-Sp8,0,29.227699999999995
GalNAca-Sp8,0,27.91895
Fuca-Sp8,0,4.800349999999998
Fuca-Sp9,0,24.1246
Rhaa-Sp8,0,17.787174999999994
Neu5Aca-Sp8,0,28.4859
Neu5Aca-Sp11,0,45.77995000000002
Neu5Acb-Sp8,0,10.244349999999997
Glcb-Sp8,0,57.31367500000002
GalNAcb-Sp8,0,329.3526250000001
GlcNAcb-Sp0,0,14.2926
GlcNAcb-Sp8,0,15.354750000000005
GlcN(Gc)b-Sp8,0,13.514875
Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAca-Sp8,1,35195.67055
Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAc-Sp14,1,34681.1338
GlcNAcb1-6(GlcNAcb1-4)(GlcNAcb1-3)GlcNAc-Sp8,0,39.03060000000001
6S(3S)Galb1-4(6S)GlcNAcb-Sp0,0,167.89317500000004
6S(3S)Galb1-4GlcNAcb-Sp0,0,20.108825
(3S)Galb1-4(Fuca1-3)(6S)Glc-Sp0,0,52.813275
(3S)Galb1-4Glcb-Sp8,0,17.8127
(3S)Galb1-4(6S)Glcb-Sp0,0,11.4946
(3S)Galb1-4(6S)Glcb-Sp8,0,13.356824999999983
(3S)Galb1-3GalNAca-Sp8,0,13.467974999999996
(3S)Galb1-3GlcNAcb-Sp0,0,16.740674999999992
(3S)Galb1-4(Fuca1-3)GlcNAc-Sp0,0,33.472950000000004
(3S)Galb1-4(Fuca1-3)GlcNAc-Sp8,0,12.47495
(3S)Galb1-4(6S)GlcNAcb-Sp0,0,17.374424999999995
(3S)Galb1-4(6S)GlcNAcb-Sp8,0,8.361550000000005
(3S)Galb1-4GlcNAcb-Sp0,0,33.2209
(3S)Galb1-4GlcNAcb-Sp8,0,5.492149999999999
(3S)Galb-Sp8,0,5.023499999999995
(6S)(4S)Galb1-4GlcNAcb-Sp0,0,28.00255
(4S)Galb1-4GlcNAcb-Sp8,0,16.662249999999993
(6P)Mana-Sp8,0,10.204900000000002
(6S)Galb1-4Glcb-Sp0,1,32450.737
(6S)Galb1-4Glcb-Sp8,1,30646.907975
(6S)Galb1-4(6S)Glcb-Sp8,1,30122.556875000013
"Neu5,9Ac2a-Sp8",0,28.48497500000001
"Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8",0,68.93979999999999
Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,7.695874999999999
Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,0,5.892100000000001
GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,4.856674999999997
GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,0,90.512325
Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,1,32196.12895
