glycan,binding,rfu
GlcAb1-3Galb-Sp8,0,-3.3277500000000018
Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp8,0,8.786325
Galb1-3GlcNAcb1-2Mana1-6(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,0,17.375775
GlcNAca1-4Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0,0,6.020924999999997
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3GalNAca-Sp14,1,276.70265
GlcN(Gc)b-Sp8,0,13.072324999999996
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,1,131.273625
Gala1-3Galb1-3GlcNAcb1-2Mana-Sp0,0,-19.71375
GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,0,1.4016500000000072
GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp14,0,0.2092749999999981
GlcNAcb1-3GalNAca-Sp14,0,-1.7158250000000024
Neu5Aca2-3Galb1-4GlcNAcb1-3GalNAc-Sp14,1,2757.1491
Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,0,20.88555
Galb1-4GlcNAcb1-6(Neu5Aca2-6Galb1-3GlcNAcb1-3)Galb1-4Glc-Sp21,0,-0.08062499999999773
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6Manb1-4GlcNAcb1-4GlcNAc-Sp12,0,-9.444974999999996
(3S)GalNAcb1-4(3S)GlcNAc-Sp8,0,-1.7729250000000043
GlcNAcb1-6(GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,0,-10.37215
Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,1,4391.5852
Neu5Aca2-6Galb1-4GlcNAcb-Sp8,0,12.586975
Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-3GalNAca-Sp14,0,13.53285
Neu5Acb2-6GalNAca-Sp8,0,-2.421524999999999
Galb1-4GlcNAcb1-6GalNAca-Sp8,0,6.9781999999999975
Fuca1-2Galb1-4GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-2(Fuca1-2Galb1-4GlcNAcb1-4)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,23.01805
(6S)Galb1-3GlcNAcb-Sp0,0,-24.944775
GalNAcb1-6GalNAcb-Sp8,0,-1.0384499999999974
Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,1.2430749999999993
Neu5Gca2-3Galb1-4Glcb-Sp0,1,370.30412500000006
Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-4)(Galb1-4GlcNAcb1-4(Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,0,0.7969749999999971
Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3)GalNAca-Sp14,1,3992.9366750000013
Galb1-3(Fuca1-4)GlcNAc-Sp0,0,14.499375
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,0,16.706349999999997
Neu5Aca2-6Galb1-4GlcNAcb1-6(Neu5Aca2-6Galb1-4GlcNAcb1-3)GalNAca-Sp14,0,-14.180950000000005
Galb1-4GlcNAcb1-2Mana-Sp0,0,0.2561499999999981
Neu5Gca2-8Neu5Gca2-6Galb1-4GlcNAc-Sp0,0,10.843899999999998
Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3)GalNAca-Sp14,1,218.56395
Neu5Aca2-6Galb1-4(6S)GlcNAcb-Sp8,0,4.812674999999999
Galb1-3GlcNAcb1-2Mana-Sp0,0,1.846524999999998
Neu5Aca2-6Galb1-4GlcNAcb1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Neu5Aca2-6Galb1-4GlcNAcb1-4(Neu5Aca2-6Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,0,26.1079
Fuca1-3GlcNAcb1-6(Galb1-4GlcNAcb1-3)Galb1-4Glc-Sp21,0,12.399300000000006
Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-4)(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,0,-0.6253499999999974
Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,-6.185675
GalNAcb1-3Gala1-6Galb1-4Glcb-Sp8,0,-3.4190500000000004
GlcNAcb1-6GalNAca-Sp8,0,-0.8155249999999938
Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,0,26.432549999999992
Galb1-2Galb-Sp8,0,4.445200000000003
GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12,0,0.15344999999999942
Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,1,187.45740000000004
Neu5Gca2-8Neu5Aca2-3Galb1-4GlcNAc-Sp0,1,1929.22475
GlcNAcb-Sp8,0,21.641224999999995
Fuca1-2Galb1-3GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp0,0,-1.5515000000000008
Neu5Aca2-3GalNAca-Sp8,0,-5.7479999999999976
Mana1-2Mana1-3Mana-Sp9,0,0.8052499999999991
GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,12.889925000000005
Galb1-3(6S)GlcNAcb-Sp8,0,1.7243750000000055
GlcNAca1-4Galb1-3GlcNAcb-Sp0,0,9.501575000000004
Gala1-3Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-6(Gala1-3Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp19,1,136.1868
Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,1,253.153725
Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAca-Sp8,0,-1.590599999999997
GalNAca1-3(Fuca1-2)Galb-Sp18,0,-1.9508000000000028
GalNAcb1-4(6S)GlcNAc-Sp8,0,-14.339325000000008
Gala1-3Fuca1-2Galb1-4GlcNAcb1-6(Gala1-3Fuca1-2Galb1-4GlcNAcb1-3)GalNAc-Sp14,0,-3.2136749999999967
