1,Gala-Sp8
2,Glca-Sp8
3,Mana-Sp8
4,GalNAca-Sp8
5,GalNAca-Sp15
6,Fuca-Sp8
7,Fuca-Sp9
8,Rhaa-Sp8
9,Neu5Aca-Sp8
10,Neu5Aca-Sp11
11,Neu5Acb-Sp8
12,Galb-Sp8
13,Glcb-Sp8
14,Manb-Sp8
15,GalNAcb-Sp8
16,GlcNAcb-Sp0
17,GlcNAcb-Sp8
18,GlcN(Gc)b-Sp8
19,Galb1-4GlcNAcb1-3(Galb1-4GlcNAcb1-6)GalNAca-Sp8
20,GlcNAcb1-3(GlcNAcb1-4)(GlcNAcb1-6)GlcNAc-Sp8
21,[3OSO3][6OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0
22,[3OSO3][6OSO3]Galb1-4GlcNAcb-Sp0
23,[3OSO3]Galb1-4(Fuca1-3)[6OSO3]Glc-Sp0
24,[3OSO3]Galb1-4Glcb-Sp8
25,[3OSO3]Galb1-4[6OSO3]Glcb-Sp0
26,[3OSO3]Galb1-4[6OSO3]Glcb-Sp8
27,[3OSO3]Galb1-3(Fuca1-4)GlcNAcb-Sp8
28,[3OSO3]Galb1-3GalNAca-Sp8
29,[3OSO3]Galb1-3GlcNAcb-Sp0
30,[3OSO3]Galb1-3GlcNAcb-Sp8
31,[3OSO3]Galb1-4(Fuca1-3)GlcNAc-Sp0
32,[3OSO3]Galb1-4(Fuca1-3)GlcNAcb-Sp8
33,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0
34,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp8
35,[3OSO3]Galb1-4GlcNAcb-Sp0
36,[3OSO3]Galb1-4GlcNAcb-Sp8
37,[3OSO3]Galb-Sp8
38,[4OSO3][6OSO3]Galb1-4GlcNAcb-Sp0
39,[4OSO3]Galb1-4GlcNAcb-Sp8
40,6-H2PO3Mana-Sp8
41,[6OSO3]Galb1-4Glcb-Sp0
42,[6OSO3]Galb1-4Glcb-Sp8
43,[6OSO3]Galb1-4GlcNAcb-Sp8
44,[6OSO3]Galb1-4[6OSO3]Glcb-Sp8
45,Neu5Aca2-3[6OSO3]Galb1-4GlcNAcb-Sp8
46,[6OSO3]GlcNAcb-Sp8
47,[9NAc]Neu5Aca-Sp8
48,[9NAc]Neu5Aca2-6Galb1-4GlcNAcb-Sp8
49,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
50,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13
51,GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
52,GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13
53,Galb1-4GlcNAcb1-2Mana1-3(Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
54,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-N(LT)AVL
55,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
56,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13
57,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9
58,Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9
59,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb-Sp8
60,Fuca1-2Galb1-3GalNAca-Sp8
61,Fuca1-2Galb1-3GalNAca-Sp14
62,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0
63,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp9
64,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp8
65,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10
66,Fuca1-2Galb1-3GlcNAcb-Sp0
67,Fuca1-2Galb1-3GlcNAcb-Sp8
68,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
69,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
70,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0
71,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp8
72,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
73,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
74,Fuca1-2Galb1-4GlcNAcb-Sp0
75,Fuca1-2Galb1-4GlcNAcb-Sp8
76,Fuca1-2Galb1-4Glcb-Sp0
77,Fuca1-2Galb-Sp8
78,Fuca1-3GlcNAcb-Sp8
79,Fuca1-4GlcNAcb-Sp8
80,Fucb1-3GlcNAcb-Sp8
81,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0
82,GalNAca1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0
83,[3OSO3]Galb1-4(Fuca1-3)Glc-Sp0
84,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp0
85,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8
86,GalNAca1-3(Fuca1-2)Galb1-4Glcb-Sp0
87,GlcNAcb1-3Galb1-3GalNAca-Sp8
88,GalNAca1-3(Fuca1-2)Galb-Sp8
89,GalNAca1-3(Fuca1-2)Galb-Sp18
90,GalNAca1-3GalNAcb-Sp8
91,GalNAca1-3Galb-Sp8
92,GalNAca1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8
93,GalNAcb1-3GalNAca-Sp8
94,GalNAcb1-3(Fuca1-2)Galb-Sp8
95,GalNAcb1-3Gala1-4Galb1-4GlcNAcb-Sp0
96,GalNAcb1-4(Fuca1-3)GlcNAcb-Sp0
97,GalNAcb1-4GlcNAcb-Sp0
98,GalNAcb1-4GlcNAcb-Sp8
99,Gala1-2Galb-Sp8
100,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0
101,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp8
102,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0
103,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp8
104,Gala1-3(Fuca1-2)Galb1-4GlcNAc-Sp0
105,Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0
106,Gala1-3(Fuca1-2)Galb-Sp8
107,Gala1-3(Fuca1-2)Galb-Sp18
108,Gala1-3(Gala1-4)Galb1-4GlcNAcb-Sp8
109,Gala1-3GalNAca-Sp8
110,Gala1-3GalNAca-Sp16
111,Gala1-3GalNAcb-Sp8
112,Gala1-3Galb1-4(Fuca1-3)GlcNAcb-Sp8
113,Gala1-3Galb1-3GlcNAcb-Sp0
114,Gala1-3Galb1-4GlcNAcb-Sp8
115,Gala1-3Galb1-4Glcb-Sp0
116,Gala1-3Galb-Sp8
117,Gala1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8
118,Gala1-4Galb1-4GlcNAcb-Sp0
119,Gala1-4Galb1-4GlcNAcb-Sp8
120,Gala1-4Galb1-4Glcb-Sp0
121,Gala1-4GlcNAcb-Sp8
122,Gala1-6Glcb-Sp8
123,Galb1-2Galb-Sp8
124,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
125,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4GlcNAcb-Sp0
126,Galb1-3(Fuca1-4)GlcNAcb-Sp0
127,Galb1-3(Fuca1-4)GlcNAcb-Sp8
128,Galb1-3(Fuca1-4)GlcNAc-Sp8
129,Galb1-4GlcNAcb1-6GalNAca-Sp8
130,Galb1-3(GlcNAcb1-6)GalNAca-Sp8
131,Galb1-3(GlcNAcb1-6)GalNAc-Sp14
132,Galb1-3(Neu5Aca2-6)GalNAca-Sp8
133,Galb1-3(Neu5Aca2-6)GalNAca-Sp14
