1,Neu5Aca2-8Neu5Acb-Sp17
2,Neu5Aca2-8Neu5Aca2-8Neu5Acb-Sp8
3,Neu5Gcb2-6Galb1-4GlcNAc-Sp8
4,Galb1-3GlcNAcb1-2Mana1-3(Galb1-3GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp19
5,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
6,a-D-Gal-Sp8
7,a-D-Glc-Sp8
8,a-D-Man-Sp8
9,a-GalNAc-Sp8
10,a-L-Fuc-Sp8
11,a-L-Fuc-Sp9
12,a-L-Rha-Sp8
13,a-Neu5Ac-Sp8
14,a-Neu5Ac-Sp11
15,b-Neu5Ac-Sp8
16,b-D-Gal-Sp8
17,b-D-Glc-Sp8
18,b-D-Man-Sp8
19,b-GalNAc-Sp8
20,b-GlcNAc-Sp0
21,b-GlcNAc-Sp8
22,b-GlcN(Gc)-Sp8
23,Galb1-4GlcNAcb1-3(Galb1-4GlcNAb1-6)GalNAca-Sp8
24,GlcNAcb1-3(GlcNAcb1-4)(GlcNAcb1-6)GlcNAc-Sp8
25,[3OSO3][6OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0
26,[3OSO3][6OSO3]Galb1-4GlcNAcb-Sp0
27,[3OSO3]Galb1-4Glcb-Sp8
28,[3OSO3]Galb1-4(6OSO3)Glcb-Sp0
29,[3OSO3]Galb1-4(6OSO3)Glcb-Sp8
30,[3OSO3]Galb1-3(Fuca1-4)GlcNAcb-Sp8
31,[3OSO3]Galb1-3GalNAca-Sp8
32,[3OSO3]Galb1-3GlcNAcb-Sp8
33,[3OSO3]Galb1-4(Fuca1-3)GlcNAcb-Sp8
34,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp8
35,[3OSO3]Galb1-4GlcNAcb-Sp0
36,[3OSO3]Galb1-4GlcNAcb-Sp8
37,[3OSO3]Galb-Sp8
38,[4OSO3][6OSO3]Galb1-4GlcNAcb-Sp0
39,[4OSO3]Galb1-4GlcNAcb-Sp8
40,6-H2PO3Mana-Sp8
41,[6OSO3]Galb1-4Glcb-Sp0
42,[6OSO3]Galb1-4Glcb-Sp8
43,[6OSO3]Galb1-4GlcNAcb-Sp8
44,[6OSO3]Galb1-4[6OSO3]Glcb-Sp8
45,NeuAca2-3[6OSO3]Galb1-4GlcNAcb-Sp8
46,[6OSO3]GlcNAcb-Sp8
47,9NAcNeu5Aca-Sp8
48,9NAcNeu5Aca2-6Galb1-4GlcNAcb-Sp8
49,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13
