1,Gala-Sp8
2,Glca-Sp8
3,Mana-Sp8
4,GalNAca-Sp8
5,GalNAca-Sp15
6,Fuca-Sp8
7,Fuca-Sp9
8,Rhaa-Sp8
9,Neu5Aca-Sp8
10,Neu5Aca-Sp11
11,Neu5Acb-Sp8
12,Galb-Sp8
13,Glcb-Sp8
14,Manb-Sp8
15,GalNAcb-Sp8
16,GlcNAcb-Sp0
17,GlcNAcb-Sp8
18,GlcN(Gc)b-Sp8
19,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAca-Sp8
20,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAc-Sp14
21,GlcNAcb1-6(GlcNAcb1-4)(GlcNAcb1-3)GlcNAc-Sp8
22,6S(3S)Galb1-4(6S)GlcNAcb-Sp0
23,6S(3S)Galb1-4GlcNAcb-Sp0
24,(3S)Galb1-4(Fuca1-3)(6S)Glc-Sp0
25,(3S)Galb1-4Glcb-Sp8
26,(3S)Galb1-4(6S)Glcb-Sp0
27,(3S)Galb1-4(6S)Glcb-Sp8
28,(3S)Galb1-3(Fuca1-4)GlcNAcb-Sp8
29,(3S)Galb1-3GalNAca-Sp8
30,(3S)Galb1-3GlcNAcb-Sp0
31,(3S)Galb1-3GlcNAcb-Sp8
32,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp0
33,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp8
34,(3S)Galb1-4(6S)GlcNAcb-Sp0
35,(3S)Galb1-4(6S)GlcNAcb-Sp8
36,(3S)Galb1-4GlcNAcb-Sp0
37,(3S)Galb1-4GlcNAcb-Sp8
38,(3S)Galb-Sp8
39,(6S)(4S)Galb1-4GlcNAcb-Sp0
40,(4S)Galb1-4GlcNAcb-Sp8
41,(6P)Mana-Sp8
42,(6S)Galb1-4Glcb-Sp0
43,(6S)Galb1-4Glcb-Sp8
44,(6S)Galb1-4GlcNAcb-Sp8
45,(6S)Galb1-4(6S)Glcb-Sp8
46,Neu5Aca2-3(6S)Galb1-4GlcNAcb-Sp8
47,(6S)GlcNAcb-Sp8
48,Neu5,9Ac2a-Sp8
49,Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8
50,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
51,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13
52,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
53,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13
54,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
55,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
56,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Man-a1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21
57,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24
58,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9
59,Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9
60,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb-Sp8
61,Fuca1-2Galb1-3GalNAca-Sp8
62,Fuca1-2Galb1-3GalNAca-Sp14
63,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0
64,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp9
65,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp8
66,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10
67,Fuca1-2Galb1-3GlcNAcb-Sp0
68,Fuca1-2Galb1-3GlcNAcb-Sp8
69,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
70,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
71,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0
72,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp8
73,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
74,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
75,Fuca1-2Galb1-4GlcNAcb-Sp0
76,Fuca1-2Galb1-4GlcNAcb-Sp8
77,Fuca1-2Galb1-4Glcb-Sp0
78,Fuca1-2Galb-Sp8
79,Fuca1-3GlcNAcb-Sp8
80,Fuca1-4GlcNAcb-Sp8
81,Fucb1-3GlcNAcb-Sp8
82,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0
83,GalNAca1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0
84,(3S)Galb1-4(Fuca1-3)Glcb-Sp0
85,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp0
86,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8
87,GalNAca1-3(Fuca1-2)Galb1-4Glcb-Sp0
88,GlcNAcb1-3Galb1-3GalNAca-Sp8
89,GalNAca1-3(Fuca1-2)Galb-Sp8
90,GalNAca1-3(Fuca1-2)Galb-Sp18
91,GalNAca1-3GalNAcb-Sp8
92,GalNAca1-3Galb-Sp8
93,GalNAca1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8
94,GalNAcb1-3GalNAca-Sp8
95,GalNAcb1-3(Fuca1-2)Galb-Sp8
96,GalNAcb1-3Gala1-4Galb1-4GlcNAcb-Sp0
97,GalNAcb1-4(Fuca1-3)GlcNAcb-Sp0
98,GalNAcb1-4GlcNAcb-Sp0
99,GalNAcb1-4GlcNAcb-Sp8
100,Gala1-2Galb-Sp8
101,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0
102,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp8
103,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0
104,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp8
105,Gala1-3(Fuca1-2)Galb1-4GlcNAc-Sp0
106,Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0
107,Gala1-3(Fuca1-2)Galb-Sp8
108,Gala1-3(Fuca1-2)Galb-Sp18
109,Gala1-4(Gala1-3)Galb1-4GlcNAcb-Sp8
110,Gala1-3GalNAca-Sp8
111,Gala1-3GalNAca-Sp16
112,Gala1-3GalNAcb-Sp8
113,Gala1-3Galb1-4(Fuca1-3)GlcNAcb-Sp8
114,Gala1-3Galb1-3GlcNAcb-Sp0
115,Gala1-3Galb1-4GlcNAcb-Sp8
116,Gala1-3Galb1-4Glcb-Sp0
117,Gala1-3Galb1-4Glc-Sp10
118,Gala1-3Galb-Sp8
119,Gala1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8
120,Gala1-4Galb1-4GlcNAcb-Sp0
121,Gala1-4Galb1-4GlcNAcb-Sp8
122,Gala1-4Galb1-4Glcb-Sp0
123,Gala1-4GlcNAcb-Sp8
124,Gala1-6Glcb-Sp8
125,Galb1-2Galb-Sp8
126,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
127,Galb1-3GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
128,Galb1-3(Fuca1-4)GlcNAc-Sp0
129,Galb1-3(Fuca1-4)GlcNAc-Sp8
130,Fuca1-4(Galb1-3)GlcNAcb-Sp8
131,Galb1-4GlcNAcb1-6GalNAca-Sp8
132,Galb1-4GlcNAcb1-6GalNAc-Sp14
133,GlcNAcb1-6(Galb1-3)GalNAca-Sp8
134,Neu5Aca2-6(Galb1-3)GalNAca-Sp8
135,Neu5Aca2-6(Galb1-3)GalNAca-Sp14
136,Neu5Acb2-6(Galb1-3)GalNAca-Sp8
